Date,Open*,High,Low,Close**,Volume,Market Cap
"Apr 13, 2018",7901.09,8183.96,7758.93,7895.96,7764460032,134043001354
"Apr 12, 2018",6955.38,7899.23,6806.51,7889.25,8906250240,133912618634
"Apr 11, 2018",6843.47,6968.32,6817.59,6968.32,4641889792,118267198080
"Apr 10, 2018",6795.44,6872.41,6704.15,6834.76,4272750080,115978358964
"Apr 09, 2018",7044.32,7178.11,6661.99,6770.73,4894060032,114886335694
"Apr 08, 2018",6919.98,7111.56,6919.98,7023.52,3652499968,119162880482
"Apr 07, 2018",6630.51,7050.54,6630.51,6911.09,3976610048,117241368688
"Apr 06, 2018",6815.96,6857.49,6575.0,6636.32,3766810112,112565173568
"Apr 05, 2018",6848.65,6933.82,6644.8,6811.47,5639320064,115524404354
"Apr 04, 2018",7456.41,7469.88,6803.88,6853.84,4936000000,116229557118
"Apr 03, 2018",7102.26,7530.94,7072.49,7456.11,5499700224,126429245883
"Apr 02, 2018",6844.86,7135.47,6816.58,7083.8,4333440000,120101932910
"Apr 01, 2018",7003.06,7060.95,6526.87,6844.23,4532100096,116026809075
"Mar 31, 2018",6892.48,7207.85,6863.52,6973.53,4553269760,118204645927
"Mar 30, 2018",7171.45,7276.66,6683.93,6890.52,6289509888,116786562165
"Mar 29, 2018",7979.07,7994.33,7081.38,7165.7,6361229824,121436043045
"Mar 28, 2018",7836.83,8122.89,7809.17,7954.48,4935289856,134788265876
"Mar 27, 2018",8200.0,8232.78,7797.28,7833.04,5378250240,132717053150
"Mar 26, 2018",8498.47,8530.08,7921.43,8209.4,5921039872,139078211968
"Mar 25, 2018",8612.81,8682.01,8449.1,8495.78,4569880064,143914265310
"Mar 24, 2018",8901.95,8996.18,8665.7,8668.12,5664600064,146818882936
"Mar 23, 2018",8736.25,8879.62,8360.62,8879.62,5954120192,150383574951
"Mar 22, 2018",8939.44,9100.71,8564.9,8728.47,5530390016,147809220250
"Mar 21, 2018",8937.48,9177.37,8846.33,8929.28,6043129856,151193917440
"Mar 20, 2018",8619.67,9051.02,8389.89,8913.47,6361789952,150909503835
"Mar 19, 2018",8344.12,8675.87,8182.4,8630.65,6729110016,146107514353
"Mar 18, 2018",7890.52,8245.51,7397.99,8223.68,6639190016,139201713268
"Mar 17, 2018",8321.91,8346.53,7812.82,7916.88,4426149888,133993486925
"Mar 16, 2018",8322.91,8585.15,8005.31,8338.35,5289379840,141111773179
"Mar 15, 2018",8290.76,8428.35,7783.05,8300.86,6834429952,140460819364
"Mar 14, 2018",9214.65,9355.85,8068.59,8269.81,6438230016,139920843550
"Mar 13, 2018",9173.04,9470.38,8958.19,9194.85,5991139840,155555594312
"Mar 12, 2018",9602.93,9937.5,8956.43,9205.12,6457399808,155710928717
"Mar 11, 2018",8852.78,9711.89,8607.12,9578.63,6296370176,162009710243
"Mar 10, 2018",9350.59,9531.32,8828.47,8866.0,5386319872,149939797150
"Mar 09, 2018",9414.69,9466.35,8513.03,9337.55,8704190464,157898203939
"Mar 08, 2018",9951.44,10147.4,9335.87,9395.01,7186089984,158852238332
"Mar 07, 2018",10803.9,10929.5,9692.12,9965.57,8797910016,168479670395
"Mar 06, 2018",11500.1,11500.1,10694.3,10779.9,6832169984,182225316082
"Mar 05, 2018",11532.4,11704.1,11443.9,11573.3,6468539904,195614809925
"Mar 04, 2018",11497.4,11512.6,11136.1,11512.6,6084149760,194567395376
"Mar 03, 2018",11101.9,11528.2,11002.4,11489.7,6690570240,194159120569
"Mar 02, 2018",10977.4,11189.0,10850.1,11086.4,7620590080,187318996197
"Mar 01, 2018",10385.0,11052.3,10352.7,10951.0,7317279744,185009753075
"Feb 28, 2018",10687.2,11089.8,10393.1,10397.9,6936189952,175644310997
"Feb 27, 2018",10393.9,10878.5,10246.1,10725.6,6966179840,181158869820
"Feb 26, 2018",9669.43,10475.0,9501.73,10366.7,7287690240,175076064010
"Feb 25, 2018",9796.42,9923.22,9407.06,9664.73,5706939904,163204062358
"Feb 24, 2018",10287.7,10597.2,9546.97,9813.07,6917929984,165687799108
"Feb 23, 2018",9937.07,10487.3,9734.56,10301.1,7739500032,173909350860
"Feb 22, 2018",10660.4,11039.1,9939.09,10005.0,8040079872,168892273935
"Feb 21, 2018",11372.2,11418.5,10479.1,10690.4,9405339648,180442459820
"Feb 20, 2018",11231.8,11958.5,11231.8,11403.7,9926540288,192457815912
"Feb 19, 2018",10552.6,11273.8,10513.2,11225.3,7652089856,189426791571
"Feb 18, 2018",11123.4,11349.8,10326.0,10551.8,8744009728,178040648022
"Feb 17, 2018",10207.5,11139.5,10149.4,11112.7,8660880384,187482083882
"Feb 16, 2018",10135.7,10324.1,9824.82,10233.9,7296159744,172637061144
"Feb 15, 2018",9488.32,10234.8,9395.58,10166.4,9062540288,171477807437
"Feb 14, 2018",8599.92,9518.54,8599.92,9494.63,7909819904,160131558835
"Feb 13, 2018",8926.72,8958.47,8455.41,8598.31,5696719872,144995984203
"Feb 12, 2018",8141.43,8985.92,8141.43,8926.57,6256439808,150513128412
"Feb 11, 2018",8616.13,8616.13,7931.1,8129.97,6122189824,137064586975
"Feb 10, 2018",8720.08,9122.55,8295.47,8621.9,7780960256,145341842785
"Feb 09, 2018",8271.84,8736.98,7884.71,8736.98,6784820224,147266052809
"Feb 08, 2018",7637.86,8558.77,7637.86,8265.59,9346750464,139306699929
"Feb 07, 2018",7755.49,8509.11,7236.79,7621.3,9169280000,128435001186
"Feb 06, 2018",7051.75,7850.7,6048.26,7754.0,13999800320,130658094648
"Feb 05, 2018",8270.54,8364.84,6756.68,6955.27,9285289984,117184385122
"Feb 04, 2018",9175.7,9334.87,8031.22,8277.01,7073549824,139433682759
"Feb 03, 2018",8852.12,9430.75,8251.63,9174.91,7263790080,154540000411
"Feb 02, 2018",9142.28,9142.28,7796.49,8830.75,12726899712,148725283812
"Feb 01, 2018",10237.3,10288.8,8812.28,9170.54,9959400448,154428564694
"Jan 31, 2018",10108.2,10381.6,9777.42,10221.1,8041160192,172099559942
"Jan 30, 2018",11306.8,11307.2,10036.2,10106.3,8637859840,170151556678
"Jan 29, 2018",11755.5,11875.6,11179.2,11296.4,7107359744,190164444830
"Jan 28, 2018",11475.3,12040.3,11475.3,11786.3,8350360064,198389948175
"Jan 27, 2018",11174.9,11614.9,10989.2,11440.7,7583269888,192550550498
"Jan 26, 2018",11256.0,11656.7,10470.3,11171.4,9746199552,187995804677
"Jan 25, 2018",11421.7,11785.7,11057.4,11259.4,8873169920,189455303273
"Jan 24, 2018",10903.4,11501.4,10639.8,11359.4,9940989952,191115225673
"Jan 23, 2018",10944.5,11377.6,10129.7,10868.4,9660609536,182830257191
"Jan 22, 2018",11633.1,11966.4,10240.2,10931.4,10537400320,183866421285
"Jan 21, 2018",12889.2,12895.9,11288.2,11600.1,9935179776,195089460991
"Jan 20, 2018",11656.2,13103.0,11656.2,12899.2,11801700352,216907619830
"Jan 19, 2018",11429.8,11992.8,11172.1,11607.4,10740400128,195158837709
"Jan 18, 2018",11198.8,12107.3,10942.5,11474.9,15020399616,192907550324
"Jan 17, 2018",11431.1,11678.0,9402.29,11188.6,18830600192,188070430523
"Jan 16, 2018",13836.1,13843.1,10194.9,11490.5,18853799936,193121120762
"Jan 15, 2018",13767.3,14445.5,13641.7,13819.8,12750799872,232242775485
"Jan 14, 2018",14370.8,14511.8,13268.0,13772.0,11084099584,231413491364
"Jan 13, 2018",13952.4,14659.5,13952.4,14360.2,12763599872,241268592240
"Jan 12, 2018",13453.9,14229.9,13158.1,13980.6,12065699840,234865160377
"Jan 11, 2018",14968.2,15018.8,13105.9,13405.8,16534099968,225178724050
"Jan 10, 2018",14588.5,14973.3,13691.2,14973.3,18500800512,251472635522
"Jan 09, 2018",15123.7,15497.5,14424.0,14595.4,16659999744,245095808695
"Jan 08, 2018",16476.2,16537.9,14208.2,15170.1,18413899776,254715263101
"Jan 07, 2018",17527.3,17579.6,16087.7,16477.6,15866000384,276634797271
"Jan 06, 2018",17462.1,17712.4,16764.6,17527.0,18314600448,294217423675
"Jan 05, 2018",15477.2,17705.2,15202.8,17429.5,23840899072,292544135538
"Jan 04, 2018",15270.7,15739.7,14522.2,15599.2,21783199744,261795321110
"Jan 03, 2018",14978.2,15572.8,14844.5,15201.0,16871900160,255080562912
"Jan 02, 2018",13625.0,15444.6,13163.6,14982.1,16846600192,251377913955
"Jan 01, 2018",14112.2,14112.2,13154.7,13657.2,10291200000,229119155396
"Dec 31, 2017",12897.7,14377.4,12755.6,14156.4,12136299520,237465823980
"Dec 30, 2017",14681.9,14681.9,12350.1,12952.2,14452599808,217239803085
"Dec 29, 2017",14695.8,15279.0,14307.0,14656.2,13025500160,245793634125
"Dec 28, 2017",15864.1,15888.4,13937.3,14606.5,12336499712,244929825575
"Dec 27, 2017",16163.5,16930.9,15114.3,15838.5,12487600128,265559172050
"Dec 26, 2017",14036.6,16461.2,14028.9,16099.8,13454300160,269908107763
"Dec 25, 2017",13995.9,14593.0,13448.9,14026.6,10664699904,235126843805
"Dec 24, 2017",14608.2,14626.0,12747.7,13925.8,11572299776,233414163395
"Dec 23, 2017",13948.7,15603.2,13828.8,14699.2,13086000128,246349213910
"Dec 22, 2017",15898.0,15943.4,11833.0,13831.8,22197999616,231788283457
"Dec 21, 2017",16642.4,17567.7,15342.7,15802.9,16516599808,264788651530
"Dec 20, 2017",17760.3,17934.7,16077.7,16624.6,22149699584,278528964015
"Dec 19, 2017",19118.3,19177.8,17275.4,17776.7,16894499840,297801055828
"Dec 18, 2017",19106.4,19371.0,18355.9,19114.2,14839499776,320174318520
"Dec 17, 2017",19475.8,20089.0,18974.1,19140.8,13314599936,320576568850
"Dec 16, 2017",17760.3,19716.7,17515.3,19497.4,12740599808,326502485530
"Dec 15, 2017",16601.3,18154.1,16601.3,17706.9,14309999616,296482120238
"Dec 14, 2017",16384.6,17085.8,16185.9,16564.0,13777399808,277310347000
"Dec 13, 2017",17500.0,17653.1,16039.7,16408.2,12976900096,274663619978
"Dec 12, 2017",16919.8,17781.8,16571.6,17415.4,14603799552,291483935710
"Dec 11, 2017",15427.4,17513.9,15404.8,16936.8,12153900032,283439888520
"Dec 10, 2017",15168.4,15850.6,13226.6,15455.4,13433299968,258615393665
"Dec 09, 2017",16523.3,16783.0,13674.9,15178.2,13911300096,253946084745
"Dec 08, 2017",17802.9,18353.4,14336.9,16569.4,21135998976,277185764485
"Dec 07, 2017",14266.1,17899.7,14057.3,17899.7,17950699520,299405364249
"Dec 06, 2017",11923.4,14369.1,11923.4,14291.5,12656300032,239024437136
"Dec 05, 2017",11685.7,12032.0,11604.6,11916.7,6895260160,199278350420
"Dec 04, 2017",11315.4,11657.2,11081.8,11657.2,6132409856,194912755450
"Dec 03, 2017",11082.7,11858.7,10862.0,11323.2,6608309760,189302389920
"Dec 02, 2017",10978.3,11320.2,10905.1,11074.6,5138500096,185122039035
"Dec 01, 2017",10198.6,11046.7,9694.65,10975.6,6783119872,183444663767
"Nov 30, 2017",9906.79,10801.0,9202.05,10233.6,8310689792,171020085600
"Nov 29, 2017",10077.4,11517.4,9601.03,9888.61,11568799744,165233728795
"Nov 28, 2017",9823.43,10125.7,9736.3,10058.8,6348819968,168056012886
"Nov 27, 2017",9352.72,9818.35,9352.72,9818.35,5653320192,164019464090
"Nov 26, 2017",8789.04,9522.93,8775.59,9330.55,5475579904,155850742551
"Nov 25, 2017",8241.71,8790.92,8191.15,8790.92,4342060032,146820557006
"Nov 24, 2017",8074.02,8374.16,7940.93,8253.69,5058610176,137831976173
"Nov 23, 2017",8232.38,8267.4,8038.77,8038.77,4225179904,134227860479
"Nov 22, 2017",8077.95,8302.26,8075.47,8253.55,3633530112,137797862084
"Nov 21, 2017",8205.74,8348.66,7762.71,8071.26,4277609984,134739693480
"Nov 20, 2017",8039.07,8336.86,7949.36,8200.64,3488450048,136881802624
"Nov 19, 2017",7766.03,8101.91,7694.1,8036.49,3149319936,134124196206
"Nov 18, 2017",7697.21,7884.99,7463.44,7790.15,3667190016,129997247838
"Nov 17, 2017",7853.57,8004.59,7561.09,7708.99,4651670016,128621507062
"Nov 16, 2017",7323.24,7967.38,7176.58,7871.69,5123809792,131328418537
"Nov 15, 2017",6634.76,7342.25,6634.76,7315.54,4200880128,122035826506
"Nov 14, 2017",6561.48,6764.98,6461.75,6635.75,3197110016,110683148744
"Nov 13, 2017",5938.25,6811.19,5844.29,6559.49,6263249920,109400650105
"Nov 12, 2017",6295.45,6625.05,5519.01,5950.07,8957349888,99226193603
"Nov 11, 2017",6618.61,6873.15,6204.22,6357.6,4908680192,106016076151
"Nov 10, 2017",7173.73,7312.0,6436.87,6618.14,5208249856,110354089394
"Nov 09, 2017",7446.83,7446.83,7101.52,7143.58,3226249984,119104730750
"Nov 08, 2017",7141.38,7776.42,7114.02,7459.69,4602200064,124360767999
"Nov 07, 2017",7023.1,7253.32,7023.1,7144.38,2326340096,119091456315
"Nov 06, 2017",7403.22,7445.77,7007.31,7022.76,3111899904,117050623317
"Nov 05, 2017",7404.52,7617.48,7333.19,7407.41,2380410112,123449206170
"Nov 04, 2017",7164.48,7492.86,7031.28,7379.95,2483800064,122978748805
"Nov 03, 2017",7087.53,7461.29,7002.94,7207.76,3369860096,120097405359
"Nov 02, 2017",6777.77,7367.33,6758.72,7078.5,4653770240,117933380780
"Nov 01, 2017",6440.97,6767.31,6377.88,6767.31,2870320128,112735345036
"Oct 31, 2017",6132.02,6470.43,6103.33,6468.4,2311379968,107743731291
"Oct 30, 2017",6114.85,6214.99,6040.85,6130.53,1772150016,102105356519
"Oct 29, 2017",5754.44,6255.71,5724.58,6153.85,2859040000,102482445590
"Oct 28, 2017",5787.82,5876.72,5689.19,5753.09,1403920000,95797359518
"Oct 27, 2017",5899.74,5988.39,5728.82,5780.9,1710130048,96254297360
"Oct 26, 2017",5747.95,5976.8,5721.22,5904.83,1905040000,98310176011
"Oct 25, 2017",5524.6,5754.33,5397.88,5750.8,1966989952,95732630220
"Oct 24, 2017",5935.52,5935.52,5504.18,5526.64,2735699968,91988225800
"Oct 23, 2017",6006.0,6075.59,5732.47,5930.32,2401840128,98695054084
"Oct 22, 2017",6036.66,6076.26,5792.34,6008.42,2034630016,99981911326
"Oct 21, 2017",5996.79,6194.88,5965.07,6031.6,2207099904,100353682389
"Oct 20, 2017",5708.11,6060.11,5627.23,6011.45,2354429952,100007083345
"Oct 19, 2017",5583.74,5744.35,5531.06,5708.52,1780540032,94954808115
"Oct 18, 2017",5603.82,5603.82,5151.44,5590.69,2399269888,92982539106
"Oct 17, 2017",5741.58,5800.35,5472.72,5605.51,1821570048,93218297189
"Oct 16, 2017",5687.57,5776.23,5544.21,5725.59,2008070016,95203392843
"Oct 15, 2017",5835.96,5852.48,5478.61,5678.19,1976039936,94403031755
"Oct 14, 2017",5643.53,5837.7,5591.64,5831.79,1669030016,96942498331
"Oct 13, 2017",5464.16,5840.3,5436.85,5647.21,3615480064,93864253934
"Oct 12, 2017",4829.58,5446.91,4822.0,5446.91,2791610112,90525666972
"Oct 11, 2017",4789.25,4873.73,4751.63,4826.48,1222279936,80205238020
"Oct 10, 2017",4776.21,4922.17,4765.1,4781.99,1597139968,79457603224
"Oct 09, 2017",4614.52,4878.71,4564.25,4772.02,1968739968,79282158943
"Oct 08, 2017",4429.67,4624.14,4405.64,4610.48,1313869952,76589293760
"Oct 07, 2017",4369.35,4443.88,4321.05,4426.89,906928000,73529314833
"Oct 06, 2017",4324.46,4413.27,4320.53,4370.81,1069939968,72589262957
"Oct 05, 2017",4229.88,4362.64,4164.05,4328.41,1161769984,71876277937
"Oct 04, 2017",4319.37,4352.31,4210.42,4229.36,1116770048,70225033578
"Oct 03, 2017",4408.46,4432.47,4258.89,4317.48,1288019968,71681069637
"Oct 02, 2017",4395.81,4470.23,4377.46,4409.32,1431730048,73195646776
"Oct 01, 2017",4341.05,4403.74,4269.81,4403.74,1208210048,73094870674
"Sep 30, 2017",4166.11,4358.43,4160.86,4338.71,1207449984,72008428789
"Sep 29, 2017",4171.62,4214.63,4039.29,4163.07,1367049984,69086146650
"Sep 28, 2017",4197.13,4279.31,4109.7,4174.73,1712320000,69270823146
"Sep 27, 2017",3892.94,4210.05,3884.82,4200.67,1686880000,69691950752
"Sep 26, 2017",3928.41,3969.89,3869.9,3892.35,1043740032,64569365079
"Sep 25, 2017",3681.58,3950.25,3681.58,3926.07,1374210048,65122213849
"Sep 24, 2017",3796.15,3796.15,3666.9,3682.84,768014976,61081971156
"Sep 23, 2017",3629.92,3819.21,3594.58,3792.4,928113984,62892069389
"Sep 22, 2017",3628.02,3758.27,3553.53,3630.7,1194829952,60203040223
"Sep 21, 2017",3901.47,3916.42,3613.63,3631.04,1411480064,60202370872
"Sep 20, 2017",3916.36,4031.39,3857.73,3905.95,1213830016,64751811835
"Sep 19, 2017",4073.79,4094.07,3868.87,3924.97,1563980032,65061185838
"Sep 18, 2017",3591.09,4079.23,3591.09,4065.2,1943209984,67377945990
"Sep 17, 2017",3606.28,3664.81,3445.64,3582.88,1239149952,59377995376
"Sep 16, 2017",3637.75,3808.84,3487.79,3625.04,1818400000,60068678195
"Sep 15, 2017",3166.3,3733.45,2946.62,3637.52,4148069888,60267886368
"Sep 14, 2017",3875.37,3920.6,3153.86,3154.95,2716310016,52265453816
"Sep 13, 2017",4131.98,4131.98,3789.92,3882.59,2219409920,64311123695
"Sep 12, 2017",4168.88,4344.65,4085.22,4130.81,1864530048,68412822896
"Sep 11, 2017",4122.47,4261.67,4099.4,4161.27,1557330048,68907352119
"Sep 10, 2017",4229.34,4245.44,3951.04,4122.94,1679090048,68263826801
"Sep 09, 2017",4229.81,4308.82,4114.11,4226.06,1386230016,69963847482
"Sep 08, 2017",4605.16,4661.0,4075.18,4228.75,2700890112,69999555938
"Sep 07, 2017",4589.14,4655.04,4491.33,4599.88,1844620032,76132843874
"Sep 06, 2017",4376.59,4617.25,4376.59,4597.12,2172100096,76077049312
"Sep 05, 2017",4228.29,4427.84,3998.11,4376.53,2697969920,72417728536
"Sep 04, 2017",4591.63,4591.63,4108.4,4236.31,2987330048,70087101256
"Sep 03, 2017",4585.27,4714.08,4417.59,4582.96,1933190016,75812181334
"Sep 02, 2017",4901.42,4975.04,4469.24,4578.77,2722139904,75734114962
"Sep 01, 2017",4701.76,4892.01,4678.53,4892.01,2599079936,80905039782
"Aug 31, 2017",4555.59,4736.05,4549.4,4703.39,1944930048,77775374625
"Aug 30, 2017",4570.36,4626.52,4471.41,4565.3,1937849984,75482724984
"Aug 29, 2017",4389.21,4625.68,4352.13,4579.02,2486080000,75699786263
"Aug 28, 2017",4384.45,4403.93,4224.64,4382.66,1959330048,72445588933
"Aug 27, 2017",4345.1,4416.59,4317.29,4382.88,1537459968,72441993792
"Aug 26, 2017",4372.06,4379.28,4269.52,4352.4,1511609984,71929882019
"Aug 25, 2017",4332.82,4455.7,4307.35,4371.6,1727970048,72241507489
"Aug 24, 2017",4137.6,4376.39,4130.26,4334.68,2037750016,71625870868
"Aug 23, 2017",4089.01,4255.78,4078.41,4151.52,2369819904,68593954170
"Aug 22, 2017",3998.35,4128.76,3674.58,4100.52,3764239872,67743202431
"Aug 21, 2017",4090.48,4109.14,3988.6,4001.74,2800890112,66106992038
"Aug 20, 2017",4189.31,4196.29,4069.88,4087.66,2109769984,67520478838
"Aug 19, 2017",4137.75,4243.26,3970.55,4193.7,2975820032,69265141208
"Aug 18, 2017",4324.34,4370.13,4015.4,4160.62,2941710080,68710871037
"Aug 17, 2017",4384.44,4484.7,4243.71,4331.69,2553359872,71527949443
"Aug 16, 2017",4200.34,4381.23,3994.42,4376.63,2272039936,72260183303
"Aug 15, 2017",4326.99,4455.97,3906.18,4181.93,3258050048,69038855081
"Aug 14, 2017",4066.1,4325.13,3989.16,4325.13,2463089920,71394704654
"Aug 13, 2017",3880.04,4208.39,3857.8,4073.26,3159089920,67230528989
"Aug 12, 2017",3650.63,3949.92,3613.7,3884.71,2219589888,64111163866
"Aug 11, 2017",3373.82,3679.72,3372.12,3650.62,2021190016,60241844923
"Aug 10, 2017",3341.84,3453.45,3319.47,3381.28,1515110016,55791120000
"Aug 09, 2017",3420.4,3422.76,3247.67,3342.47,1468960000,55145196472
"Aug 08, 2017",3370.22,3484.85,3345.83,3419.94,1752760064,56417337745
"Aug 07, 2017",3212.78,3397.68,3180.89,3378.94,1482279936,55734179251
"Aug 06, 2017",3257.61,3293.29,3155.6,3213.94,1105030016,53006426108
"Aug 05, 2017",2897.63,3290.01,2874.83,3252.91,1945699968,53643452554
"Aug 04, 2017",2806.93,2899.33,2743.72,2895.89,1002120000,47749461443
"Aug 03, 2017",2709.56,2813.31,2685.14,2804.73,804796992,46239970790
"Aug 02, 2017",2727.13,2762.53,2668.59,2710.67,1094950016,44684649516
"Aug 01, 2017",2871.3,2921.35,2685.61,2718.26,1324669952,44804603885
"Jul 31, 2017",2763.24,2889.62,2720.61,2875.34,860574976,47388334773
"Jul 30, 2017",2724.39,2758.53,2644.85,2757.18,705942976,45435913868
"Jul 29, 2017",2807.02,2808.76,2692.8,2726.45,803745984,44924534585
"Jul 28, 2017",2679.73,2897.45,2679.73,2809.01,1380099968,46279316161
"Jul 27, 2017",2538.71,2693.32,2529.34,2671.78,789104000,44013533097
"Jul 26, 2017",2577.77,2610.76,2450.8,2529.45,937404032,41663929265
"Jul 25, 2017",2757.5,2768.08,2480.96,2576.48,1460089984,42433788244
"Jul 24, 2017",2732.7,2777.26,2699.19,2754.86,866473984,45366654309
"Jul 23, 2017",2808.1,2832.18,2653.94,2730.4,1072840000,44957775265
"Jul 22, 2017",2668.63,2862.42,2657.71,2810.12,1177129984,46264340367
"Jul 21, 2017",2838.41,2838.41,2621.85,2667.76,1489449984,43915296559
"Jul 20, 2017",2269.89,2900.7,2269.89,2817.6,2249260032,46376428080
"Jul 19, 2017",2323.08,2397.17,2260.23,2273.43,1245100032,37415031061
"Jul 18, 2017",2233.52,2387.61,2164.77,2318.88,1512450048,38158677672
"Jul 17, 2017",1932.62,2230.49,1932.62,2228.41,1201760000,36665393517
"Jul 16, 2017",1991.98,2058.77,1843.03,1929.82,1182870016,31748939343
"Jul 15, 2017",2230.12,2231.14,1990.41,1998.86,993608000,32880721300
"Jul 14, 2017",2360.59,2363.25,2183.22,2233.34,882502976,36734255488
"Jul 13, 2017",2402.7,2425.22,2340.83,2357.9,835769984,38778935907
"Jul 12, 2017",2332.77,2423.71,2275.14,2398.84,1117410048,39447604438
"Jul 11, 2017",2385.89,2413.47,2296.81,2337.79,1329760000,38438497236
"Jul 10, 2017",2525.25,2537.16,2321.13,2372.56,1111200000,39005033499
"Jul 09, 2017",2572.61,2635.49,2517.59,2518.44,527856000,41397076604
"Jul 08, 2017",2520.27,2571.34,2492.31,2571.34,733329984,42262222823
"Jul 07, 2017",2608.59,2916.14,2498.87,2518.66,917411968,41391217675
"Jul 06, 2017",2608.1,2616.72,2581.69,2608.56,761956992,42863758795
"Jul 05, 2017",2602.87,2622.65,2538.55,2601.99,941566016,42751085999
"Jul 04, 2017",2561.0,2631.59,2559.35,2601.64,985516032,42740618673
"Jul 03, 2017",2498.56,2595.0,2480.47,2564.06,964112000,42118211083
"Jul 02, 2017",2436.4,2514.28,2394.84,2506.47,803747008,41167015221
"Jul 01, 2017",2492.6,2515.27,2419.23,2434.55,779913984,39980058373
"Jun 30, 2017",2539.24,2559.25,2478.43,2480.84,860273024,40735082695
"Jun 29, 2017",2567.56,2588.83,2510.48,2539.32,949979008,41690395783
"Jun 28, 2017",2553.03,2603.98,2484.42,2574.79,1183869952,42268942193
"Jun 27, 2017",2478.45,2552.45,2332.99,2552.45,1489789952,41897190525
"Jun 26, 2017",2590.57,2615.25,2376.29,2478.45,1663280000,40677994354
"Jun 25, 2017",2607.25,2682.26,2552.12,2589.41,1161100032,42495001716
"Jun 24, 2017",2738.52,2757.94,2583.19,2608.72,982750016,42807952581
"Jun 23, 2017",2707.34,2765.17,2706.37,2744.91,961318976,45037797053
"Jun 22, 2017",2691.03,2723.74,2642.36,2705.41,1097939968,44384244937
"Jun 21, 2017",2709.43,2772.01,2660.4,2689.1,1626579968,44111929173
"Jun 20, 2017",2591.26,2763.45,2589.82,2721.79,1854189952,44643512689
"Jun 19, 2017",2549.03,2662.85,2549.03,2589.6,1446840064,42470734800
"Jun 18, 2017",2655.35,2662.1,2516.33,2548.29,1178659968,41788418974
"Jun 17, 2017",2514.01,2685.19,2484.96,2655.88,1534509952,43548031452
"Jun 16, 2017",2469.57,2539.92,2385.15,2518.56,1195190016,41291821423
"Jun 15, 2017",2499.58,2534.71,2212.96,2464.58,2026259968,40402259202
"Jun 14, 2017",2716.88,2786.83,2412.94,2506.37,1696560000,41082567339
"Jun 13, 2017",2680.91,2789.04,2650.38,2717.02,1781200000,44530631894
"Jun 12, 2017",2953.22,2997.26,2518.56,2659.63,2569530112,43585351533
"Jun 11, 2017",2942.41,2996.6,2840.53,2958.11,1752400000,48471330146
"Jun 10, 2017",2828.14,2950.99,2746.55,2947.71,2018889984,48295501718
"Jun 09, 2017",2807.44,2901.71,2795.62,2823.81,1348950016,46260465854
"Jun 08, 2017",2720.49,2815.3,2670.95,2805.62,1281170048,45957247989
"Jun 07, 2017",2869.38,2869.38,2700.56,2732.16,1517709952,44748237218
"Jun 06, 2017",2690.84,2999.91,2690.84,2863.2,2089609984,46888622160
"Jun 05, 2017",2512.4,2686.81,2510.22,2686.81,1369309952,43994968834
"Jun 04, 2017",2547.79,2585.89,2452.54,2511.81,1355120000,41124262595
"Jun 03, 2017",2493.72,2581.91,2423.57,2515.35,1514950016,41177190057
"Jun 02, 2017",2404.03,2488.55,2373.32,2488.55,1317030016,40732491835
"Jun 01, 2017",2288.33,2448.39,2288.33,2407.88,1653180032,39407633763
"May 31, 2017",2187.19,2311.08,2145.57,2286.41,1544829952,37414813240
"May 30, 2017",2255.36,2301.96,2124.57,2175.47,1443970048,35594903085
"May 29, 2017",2159.43,2307.05,2107.17,2255.61,994625024,36901102917
"May 28, 2017",2054.08,2267.34,2054.08,2155.8,1147139968,35264171110
"May 27, 2017",2196.27,2260.2,1855.83,2038.87,1700480000,33347170525
"May 26, 2017",2320.89,2573.79,2071.99,2202.42,1763480064,36017660894
"May 25, 2017",2446.24,2763.71,2285.3,2304.98,2406700032,37690456715
"May 24, 2017",2321.37,2523.72,2321.37,2443.64,1725379968,39952841999
"May 23, 2017",2191.56,2320.82,2178.5,2320.42,1378749952,37933704066
"May 22, 2017",2043.19,2303.9,2017.87,2173.4,1942220032,35525744380
"May 21, 2017",2067.03,2119.08,2037.5,2041.2,1147859968,33361091114
"May 20, 2017",1984.24,2084.73,1974.92,2084.73,961336000,34068630559
"May 19, 2017",1897.37,2004.52,1890.25,1987.71,1157289984,32479082015
"May 18, 2017",1818.7,1904.48,1807.12,1888.65,894321024,30856574835
"May 17, 2017",1726.73,1864.05,1661.91,1839.09,1064729984,30043626195
"May 16, 2017",1741.7,1785.94,1686.54,1734.45,959044992,28330874003
"May 15, 2017",1808.44,1812.8,1708.54,1738.43,731529024,28392885375
"May 14, 2017",1800.86,1831.42,1776.62,1808.91,437196000,29540290794
"May 13, 2017",1723.12,1812.99,1651.08,1804.91,579635008,29471223857
"May 12, 2017",1845.76,1856.15,1694.01,1724.24,740984000,28150631936
"May 11, 2017",1780.37,1873.93,1755.35,1848.57,799489984,30176934751
"May 10, 2017",1756.52,1788.44,1719.1,1787.13,915723008,29170965564
"May 09, 2017",1723.89,1833.49,1716.3,1755.36,1167920000,28649119972
"May 08, 2017",1596.92,1723.35,1596.92,1723.35,1340320000,28123369330
"May 07, 2017",1579.47,1596.72,1559.76,1596.71,1080029952,26053077975
"May 06, 2017",1556.81,1578.8,1542.5,1578.8,582529984,25757608890
